SchoolName,Year,Category,Phase,Count
Marymount Convent School - Girls only,2016,Vacancy,3,40
Marymount Convent School - Girls only,2017,Vacancy,3,16
Marymount Convent School - Girls only,2019,Vacancy,3,13
St. Hilda’s Primary School - Affiliated,2009,Taken,Phase 1,154
St. Hilda’s Primary School - Affiliated,2010,Taken,Phase 1,141
St. Hilda’s Primary School - Affiliated,2011,Taken,Phase 1,146
St. Hilda’s Primary School - Affiliated,2012,Taken,Phase 1,131
St. Hilda’s Primary School - Affiliated,2013,Taken,Phase 1,144
St. Hilda’s Primary School - Affiliated,2014,Taken,Phase 1,106
St. Hilda’s Primary School - Affiliated,2015,Taken,Phase 1,119
St. Hilda’s Primary School - Affiliated,2016,Taken,Phase 1,119
St. Hilda’s Primary School - Affiliated,2017,Taken,Phase 1,131
St. Hilda’s Primary School - Affiliated,2018,Taken,Phase 1,153
St. Hilda’s Primary School - Affiliated,2019,Vacancy,Phase 1,230
St. Hilda’s Primary School - Affiliated,2019,Applied,Phase 1,94
St. Hilda’s Primary School - Affiliated,2019,Taken,Phase 1,94
St. Hilda’s Primary School - Affiliated,2020,Vacancy,Phase 1,230
St. Hilda’s Primary School - Affiliated,2020,Applied,Phase 1,141
St. Hilda’s Primary School - Affiliated,2020,Taken,Phase 1,141
St. Hilda’s Primary School - Affiliated,2021,Vacancy,Phase 1,230
St. Hilda’s Primary School - Affiliated,2021,Applied,Phase 1,133
St. Hilda’s Primary School - Affiliated,2021,Taken,Phase 1,133
St. Hilda’s Primary School - Affiliated,2009,Taken,2A(1),3
St. Hilda’s Primary School - Affiliated,2010,Taken,2A(1),6
St. Hilda’s Primary School - Affiliated,2011,Taken,2A(1),8
St. Hilda’s Primary School - Affiliated,2012,Taken,2A(1),11
St. Hilda’s Primary School - Affiliated,2013,Taken,2A(1),18
St. Hilda’s Primary School - Affiliated,2014,Taken,2A(1),16
St. Hilda’s Primary School - Affiliated,2015,Taken,2A(1),21
St. Hilda’s Primary School - Affiliated,2016,Taken,2A(1),22
St. Hilda’s Primary School - Affiliated,2017,Taken,2A(1),34
St. Hilda’s Primary School - Affiliated,2018,Taken,2A(1),39
St. Hilda’s Primary School - Affiliated,2019,Vacancy,2A(1),136
St. Hilda’s Primary School - Affiliated,2019,Applied,2A(1),42
St. Hilda’s Primary School - Affiliated,2019,Taken,2A(1),42
St. Hilda’s Primary School - Affiliated,2020,Vacancy,2A(1),89
St. Hilda’s Primary School - Affiliated,2020,Applied,2A(1),70
St. Hilda’s Primary School - Affiliated,2020,Taken,2A(1),70
St. Hilda’s Primary School - Affiliated,2021,Vacancy,2A(1),97
St. Hilda’s Primary School - Affiliated,2021,Applied,2A(1),67
St. Hilda’s Primary School - Affiliated,2021,Taken,2A(1),67
St. Hilda’s Primary School - Affiliated,2009,Taken,2A(2),52
St. Hilda’s Primary School - Affiliated,2010,Taken,2A(2),37
St. Hilda’s Primary School - Affiliated,2011,Taken,2A(2),40
St. Hilda’s Primary School - Affiliated,2012,Taken,2A(2),43
St. Hilda’s Primary School - Affiliated,2013,Taken,2A(2),40
St. Hilda’s Primary School - Affiliated,2014,Taken,2A(2),40
St. Hilda’s Primary School - Affiliated,2015,Taken,2A(2),43
St. Hilda’s Primary School - Affiliated,2016,Taken,2A(2),28
St. Hilda’s Primary School - Affiliated,2017,Taken,2A(2),36
St. Hilda’s Primary School - Affiliated,2018,Taken,2A(2),38
St. Hilda’s Primary School - Affiliated,2019,Vacancy,2A(2),95
St. Hilda’s Primary School - Affiliated,2019,Applied,2A(2),23
St. Hilda’s Primary School - Affiliated,2019,Taken,2A(2),23
St. Hilda’s Primary School - Affiliated,2020,Vacancy,2A(2),19
St. Hilda’s Primary School - Affiliated,2020,Applied,2A(2),36
St. Hilda’s Primary School - Affiliated,2020,Taken,2A(2),19
St. Hilda’s Primary School - Affiliated,2021,Vacancy,2A(2),30
St. Hilda’s Primary School - Affiliated,2021,Applied,2A(2),33
St. Hilda’s Primary School - Affiliated,2021,Taken,2A(2),30
St. Hilda’s Primary School - Affiliated,2009,Vacancy,2B,46
St. Hilda’s Primary School - Affiliated,2009,Applied,2B,65
St. Hilda’s Primary School - Affiliated,2009,Taken,2B,46
St. Hilda’s Primary School - Affiliated,2010,Vacancy,2B,43
St. Hilda’s Primary School - Affiliated,2010,Applied,2B,68
St. Hilda’s Primary School - Affiliated,2010,Taken,2B,43
St. Hilda’s Primary School - Affiliated,2011,Vacancy,2B,38
St. Hilda’s Primary School - Affiliated,2011,Applied,2B,49
St. Hilda’s Primary School - Affiliated,2011,Taken,2B,38
St. Hilda’s Primary School - Affiliated,2012,Vacancy,2B,43
St. Hilda’s Primary School - Affiliated,2012,Applied,2B,52
St. Hilda’s Primary School - Affiliated,2012,Taken,2B,43
St. Hilda’s Primary School - Affiliated,2013,Vacancy,2B,34
St. Hilda’s Primary School - Affiliated,2013,Applied,2B,52
St. Hilda’s Primary School - Affiliated,2013,Taken,2B,34
St. Hilda’s Primary School - Affiliated,2014,Vacancy,2B,54
St. Hilda’s Primary School - Affiliated,2014,Applied,2B,62
St. Hilda’s Primary School - Affiliated,2014,Taken,2B,54
St. Hilda’s Primary School - Affiliated,2015,Vacancy,2B,44
St. Hilda’s Primary School - Affiliated,2015,Applied,2B,50
St. Hilda’s Primary School - Affiliated,2015,Taken,2B,43
St. Hilda’s Primary School - Affiliated,2016,Vacancy,2B,51
St. Hilda’s Primary School - Affiliated,2016,Applied,2B,53
St. Hilda’s Primary School - Affiliated,2016,Taken,2B,49
St. Hilda’s Primary School - Affiliated,2017,Vacancy,2B,35
St. Hilda’s Primary School - Affiliated,2017,Applied,2B,58
St. Hilda’s Primary School - Affiliated,2017,Taken,2B,35
St. Hilda’s Primary School - Affiliated,2018,Vacancy,2B,20
St. Hilda’s Primary School - Affiliated,2018,Applied,2B,40
St. Hilda’s Primary School - Affiliated,2018,Taken,2B,19
St. Hilda’s Primary School - Affiliated,2019,Vacancy,2B,56
St. Hilda’s Primary School - Affiliated,2019,Applied,2B,45
St. Hilda’s Primary School - Affiliated,2019,Taken,2B,45
St. Hilda’s Primary School - Affiliated,2020,Vacancy,2B,20
St. Hilda’s Primary School - Affiliated,2020,Applied,2B,37
St. Hilda’s Primary School - Affiliated,2020,Taken,2B,20
St. Hilda’s Primary School - Affiliated,2021,Vacancy,2B,21
St. Hilda’s Primary School - Affiliated,2021,Applied,2B,51
St. Hilda’s Primary School - Affiliated,2021,Taken,2B,21
St. Hilda’s Primary School - Affiliated,2009,Vacancy,2C,46
St. Hilda’s Primary School - Affiliated,2009,Applied,2C,152
St. Hilda’s Primary School - Affiliated,2009,Taken,2C,46
St. Hilda’s Primary School - Affiliated,2010,Vacancy,2C,43
St. Hilda’s Primary School - Affiliated,2010,Applied,2C,127
St. Hilda’s Primary School - Affiliated,2010,Taken,2C,43
St. Hilda’s Primary School - Affiliated,2011,Vacancy,2C,38
St. Hilda’s Primary School - Affiliated,2011,Applied,2C,115
St. Hilda’s Primary School - Affiliated,2011,Taken,2C,38
St. Hilda’s Primary School - Affiliated,2012,Vacancy,2C,42
St. Hilda’s Primary School - Affiliated,2012,Applied,2C,85
St. Hilda’s Primary School - Affiliated,2012,Taken,2C,42
St. Hilda’s Primary School - Affiliated,2013,Vacancy,2C,34
St. Hilda’s Primary School - Affiliated,2013,Applied,2C,70
St. Hilda’s Primary School - Affiliated,2013,Taken,2C,34
St. Hilda’s Primary School - Affiliated,2014,Vacancy,2C,54
St. Hilda’s Primary School - Affiliated,2014,Applied,2C,106
St. Hilda’s Primary School - Affiliated,2014,Taken,2C,54
St. Hilda’s Primary School - Affiliated,2015,Vacancy,2C,44
St. Hilda’s Primary School - Affiliated,2015,Applied,2C,107
St. Hilda’s Primary School - Affiliated,2015,Taken,2C,44
St. Hilda’s Primary School - Affiliated,2016,Vacancy,2C,52
St. Hilda’s Primary School - Affiliated,2016,Applied,2C,111
St. Hilda’s Primary School - Affiliated,2016,Taken,2C,52
St. Hilda’s Primary School - Affiliated,2017,Vacancy,2C,34
St. Hilda’s Primary School - Affiliated,2017,Applied,2C,84
St. Hilda’s Primary School - Affiliated,2017,Taken,2C,34
St. Hilda’s Primary School - Affiliated,2018,Vacancy,2C,21
St. Hilda’s Primary School - Affiliated,2018,Applied,2C,102
St. Hilda’s Primary School - Affiliated,2018,Taken,2C,21
St. Hilda’s Primary School - Affiliated,2019,Vacancy,2C,68
St. Hilda’s Primary School - Affiliated,2019,Applied,2C,110
St. Hilda’s Primary School - Affiliated,2019,Taken,2C,68
St. Hilda’s Primary School - Affiliated,2020,Vacancy,2C,22
St. Hilda’s Primary School - Affiliated,2020,Applied,2C,79
St. Hilda’s Primary School - Affiliated,2020,Taken,2C,22
St. Hilda’s Primary School - Affiliated,2021,Vacancy,2C,20
St. Hilda’s Primary School - Affiliated,2021,Applied,2C,118
St. Hilda’s Primary School - Affiliated,2021,Taken,2C,20
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Taken,Phase 1,50
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Taken,Phase 1,49
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Taken,Phase 1,57
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Taken,Phase 1,56
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Taken,Phase 1,70
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Taken,Phase 1,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Taken,Phase 1,58
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Taken,Phase 1,57
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Taken,Phase 1,58
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Taken,Phase 1,57
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Vacancy,Phase 1,170
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Applied,Phase 1,54
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Taken,Phase 1,54
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Vacancy,Phase 1,170
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Applied,Phase 1,64
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Taken,Phase 1,64
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Vacancy,Phase 1,170
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Applied,Phase 1,51
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Taken,Phase 1,51
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Taken,2A(1),22
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Taken,2A(1),21
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Taken,2A(1),28
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Taken,2A(1),22
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Taken,2A(1),25
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Taken,2A(1),36
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Taken,2A(1),33
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Taken,2A(1),38
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Taken,2A(1),52
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Taken,2A(1),42
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Vacancy,2A(1),116
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Applied,2A(1),49
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Taken,2A(1),49
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Vacancy,2A(1),106
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Applied,2A(1),54
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Taken,2A(1),54
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Vacancy,2A(1),119
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Applied,2A(1),52
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Taken,2A(1),52
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Taken,2A(2),33
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Taken,2A(2),35
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Taken,2A(2),29
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Taken,2A(2),32
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Taken,2A(2),26
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Taken,2A(2),21
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Taken,2A(2),29
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Taken,2A(2),24
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Taken,2A(2),23
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Taken,2A(2),17
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Vacancy,2A(2),67
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Applied,2A(2),24
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Taken,2A(2),24
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Vacancy,2A(2),52
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Applied,2A(2),23
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Taken,2A(2),23
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Vacancy,2A(2),67
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Applied,2A(2),24
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Taken,2A(2),24
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Vacancy,2B,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Applied,2B,63
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Taken,2B,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Vacancy,2B,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Applied,2B,71
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Taken,2B,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Vacancy,2B,48
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Applied,2B,63
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Taken,2B,48
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Vacancy,2B,50
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Applied,2B,68
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Taken,2B,50
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Vacancy,2B,45
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Applied,2B,60
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Taken,2B,45
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Vacancy,2B,50
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Applied,2B,64
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Taken,2B,49
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Vacancy,2B,45
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Applied,2B,54
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Taken,2B,43
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Vacancy,2B,46
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Applied,2B,64
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Taken,2B,38
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Vacancy,2B,39
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Applied,2B,57
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Taken,2B,39
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Vacancy,2B,47
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Applied,2B,69
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Taken,2B,45
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Vacancy,2B,42
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Applied,2B,68
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Taken,2B,42
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Vacancy,2B,35
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Applied,2B,63
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Taken,2B,35
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Vacancy,2B,42
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Applied,2B,59
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Taken,2B,42
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Vacancy,2C,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Applied,2C,60
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2009,Taken,2C,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Vacancy,2C,52
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Applied,2C,69
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2010,Taken,2C,52
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Vacancy,2C,50
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Applied,2C,60
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2011,Taken,2C,50
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Vacancy,2C,50
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Applied,2C,58
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2012,Taken,2C,50
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Vacancy,2C,44
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Applied,2C,54
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2013,Taken,2C,44
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Vacancy,2C,51
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Applied,2C,74
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2014,Taken,2C,51
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Vacancy,2C,47
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Applied,2C,57
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2015,Taken,2C,47
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Vacancy,2C,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Applied,2C,66
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2016,Taken,2C,53
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Vacancy,2C,38
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Applied,2C,57
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2017,Taken,2C,38
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Vacancy,2C,49
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Applied,2C,64
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2018,Taken,2C,49
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Vacancy,2C,43
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Applied,2C,63
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2019,Taken,2C,43
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Vacancy,2C,35
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Applied,2C,49
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2020,Taken,2C,35
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Vacancy,2C,44
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Applied,2C,57
"CHIJ Primary (Toa Payoh) - Girls only, Affiliated",2021,Taken,2C,44
Pioneer Primary School,2009,Taken,Phase 1,102
Pioneer Primary School,2010,Taken,Phase 1,111
Pioneer Primary School,2011,Taken,Phase 1,109
Pioneer Primary School,2012,Taken,Phase 1,87
Pioneer Primary School,2013,Taken,Phase 1,81
Pioneer Primary School,2014,Taken,Phase 1,88
